"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Inorganic chemicals",628,"Cobalt Oxides and Hydroxides",62822,"Chemical Products",6,36609,1995
"Inorganic chemicals",628,"Titanium Oxides",62823,"Chemical Products",6,3662239,1995
"Inorganic chemicals",628,"Lead Oxides",62824,"Chemical Products",6,577678,1995
"Inorganic chemicals",628,"Inorganic Salts",62825,"Chemical Products",6,271046,1995
"Inorganic chemicals",628,"Fluorides",62826,"Chemical Products",6,120942,1995
"Inorganic chemicals",628,"Chlorides",62827,"Chemical Products",6,2304227,1995
"Inorganic chemicals",628,"Hypochlorites",62828,"Chemical Products",6,2483862,1995
"Inorganic chemicals",628,"Chlorates and Perchlorates",62829,"Chemical Products",6,853397,1995
"Inorganic chemicals",628,"Sulfides",62830,"Chemical Products",6,1381648,1995
"Inorganic chemicals",628,"Dithionites and Sulfoxylates",62831,"Chemical Products",6,1950302,1995
"Inorganic chemicals",628,"Sulfites",62832,"Chemical Products",6,435539,1995
"Inorganic chemicals",628,"Sulfates",62833,"Chemical Products",6,2323099,1995
"Inorganic chemicals",628,"Nitrites and Nitrates",62834,"Chemical Products",6,226864,1995
"Inorganic chemicals",628,"Phosphinates (hypophosphites) and phosphonates (phosphites)",62835,"Chemical Products",6,7139227.999999999,1995
"Inorganic chemicals",628,"Carbonates",62836,"Chemical Products",6,9177099,1995
"Inorganic chemicals",628,"Cyanides",62837,"Chemical Products",6,52415,1995
"Inorganic chemicals",628,"Fulminates",62838,"Chemical Products",6,7032,1995
"Inorganic chemicals",628,"Silicates",62839,"Chemical Products",6,208023,1995
"Inorganic chemicals",628,"Borates",62840,"Chemical Products",6,483790,1995
"Inorganic chemicals",628,"Oxometallic or Peroxometallic Acid Salts",62841,"Chemical Products",6,555728,1995
"Inorganic chemicals",628,"Other Inorganic Acids Salts",62842,"Chemical Products",6,145542,1995
"Inorganic chemicals",628,"Precious Metal Compounds",62843,"Chemical Products",6,166224,1995
"Inorganic chemicals",628,"Radioactive Chemicals",62844,"Chemical Products",6,150269,1995
"Inorganic chemicals",628,"Other Isotopes",62845,"Chemical Products",6,9588,1995
"Inorganic chemicals",628,"Rare-Earth Metal Compounds",62846,"Chemical Products",6,6228,1995
"Inorganic chemicals",628,"Hydrogen peroxide",62847,"Chemical Products",6,1322891,1995
"Inorganic chemicals",628,"Phosphides",62848,"Chemical Products",6,21675,1995
"Inorganic chemicals",628,"Carbides",62849,"Chemical Products",6,555494,1995
"Inorganic chemicals",628,"Hydrides and other anions",62850,"Chemical Products",6,1263,1995
"Inorganic chemicals",628,"Inorganic Compounds",62851,"Chemical Products",6,52205,1995
"Organic chemicals",629,"Acyclic Hydrocarbons",62901,"Chemical Products",6,49569,1995
"Organic chemicals",629,"Cyclic Hydrocarbons",62902,"Chemical Products",6,1091368,1995
"Organic chemicals",629,"Halogenated Hydrocarbons",62903,"Chemical Products",6,1069149,1995
"Organic chemicals",629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,"Chemical Products",6,619497,1995
"Organic chemicals",629,"Acyclic Alcohols",62905,"Chemical Products",6,5363620,1995
"Organic chemicals",629,"Cyclic Alcohols",62906,"Chemical Products",6,560447,1995
"Organic chemicals",629,"Phenols",62907,"Chemical Products",6,449987,1995
"Organic chemicals",629,"Phenol Derivatives",62908,"Chemical Products",6,98481,1995
"Organic chemicals",629,"Ethers",62909,"Chemical Products",6,1224744,1995
